Attrition,BusinessTravel,Department,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,work_duration_mean,arrival_hour_mean,depart_hour_mean,overtime_rate,n_work_days,attendance_rate
0,Travel_Rarely,Research & Development,3,Life Sciences,2,Laboratory Technician,48510,8.0,18,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3,7.117143189214319,9.518828451882843,16.631799163179917,0.0,239,0.9157088122605364
0,Travel_Rarely,Research & Development,1,Medical,3,Manufacturing Director,40280,3.0,14,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,7.469346549192364,9.497797356828194,16.973568281938327,0.0229885057471264,227,0.8697318007662835
0,Non-Travel,Research & Development,4,Medical,2,Sales Executive,27200,1.0,22,1,0.0,2,0,0,0,4.0,4.0,4.0,3,4,7.89032786885246,9.5,17.385245901639344,0.3333333333333333,244,0.9348659003831418
0,Travel_Rarely,Research & Development,4,Other,2,Research Director,81200,0.0,13,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,7.175936438622027,9.541484716157203,16.694323144104803,0.003831417624521,229,0.8773946360153256
0,Travel_Frequently,Research & Development,4,Medical,1,Research Director,46470,3.0,17,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,7.3589580403188,9.552742616033756,16.877637130801688,0.0076628352490421,237,0.9080459770114944
1,Travel_Rarely,Research & Development,3,Technical Degree,1,Human Resources,46800,6.0,14,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3,8.709841106538637,9.477366255144032,18.19341563786008,0.9195402298850576,243,0.9310344827586208
0,Travel_Rarely,Research & Development,4,Life Sciences,2,Laboratory Technician,32210,4.0,15,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,10.396509456264775,9.55744680851064,19.902127659574468,0.9003831417624522,235,0.9003831417624522
0,Non-Travel,Sales,2,Life Sciences,2,Research Scientist,86210,1.0,17,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3,6.400724121557455,9.542735042735044,15.927350427350428,0.0,234,0.896551724137931
0,Travel_Rarely,Research & Development,3,Life Sciences,2,Sales Executive,45770,5.0,11,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3,6.503203860640302,9.53813559322034,16.00423728813559,0.0,236,0.9042145593869731
0,Travel_Rarely,Research & Development,3,Life Sciences,1,Research Scientist,45530,4.0,18,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3,7.227850189933522,9.491452991452991,16.705128205128204,0.0,234,0.896551724137931
1,Travel_Frequently,Research & Development,2,Medical,2,Manufacturing Director,53960,7.0,17,1,3.0,2,1,0,0,3.0,4.0,4.0,1,3,7.686837068160597,9.428571428571429,17.15126050420168,0.1226053639846743,238,0.9118773946360154
1,Travel_Frequently,Research & Development,2,Medical,1,Manufacturing Director,67960,0.0,13,0,5.0,2,4,3,2,4.0,3.0,2.0,3,3,9.13640848317197,9.473029045643154,18.61825726141079,0.9233716475095786,241,0.9233716475095786
0,Travel_Frequently,Research & Development,3,Medical,2,Sales Representative,76250,1.0,15,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3,6.3929461651917405,9.54424778761062,15.920353982300885,0.0,226,0.8659003831417624
0,Travel_Rarely,Research & Development,4,Other,2,Laboratory Technician,74120,1.0,24,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4,7.911889604196471,9.454935622317596,17.40343347639485,0.318007662835249,233,0.89272030651341
0,Travel_Rarely,Research & Development,3,Life Sciences,2,Healthcare Representative,111590,1.0,12,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,6.722281576448243,9.482905982905985,16.205128205128204,0.0,234,0.896551724137931
1,Travel_Rarely,Research & Development,2,Life Sciences,2,Sales Executive,49600,1.0,15,0,10.0,3,10,6,7,4.0,3.0,2.0,2,3,10.895542770804276,9.472803347280337,20.397489539748957,0.9157088122605364,239,0.9157088122605364
0,Travel_Rarely,Research & Development,4,Technical Degree,2,Healthcare Representative,104750,3.0,11,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3,10.252200854700854,9.502024291497976,19.761133603238868,0.946360153256705,247,0.946360153256705
0,Travel_Frequently,Research & Development,3,Medical,2,Sales Executive,148140,2.0,11,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3,7.1118498301795245,9.51528384279476,16.633187772925766,0.0,229,0.8773946360153256
0,Travel_Frequently,Research & Development,3,Life Sciences,4,Sales Executive,191410,3.0,12,1,12.0,2,6,3,3,4.0,4.0,2.0,3,3,10.680777310924368,9.491596638655462,20.138655462184875,0.9118773946360154,238,0.9118773946360154
0,Travel_Rarely,Research & Development,2,Medical,1,Healthcare Representative,54050,7.0,15,0,8.0,3,6,1,3,3.0,3.0,3.0,4,3,10.397079831932771,9.453781512605042,19.865546218487395,0.9118773946360154,238,0.9118773946360154
0,Travel_Frequently,Research & Development,3,Medical,1,Sales Executive,87930,6.0,17,0,8.0,2,5,1,2,2.0,4.0,4.0,3,3,7.779559027777778,9.525,17.283333333333335,0.210727969348659,240,0.9195402298850576
0,Travel_Rarely,Research & Development,4,Medical,5,Research Director,191890,0.0,12,1,4.0,3,3,1,2,3.0,2.0,2.0,3,3,10.40615181992337,9.44396551724138,19.89655172413793,0.8888888888888888,232,0.8888888888888888
0,Non-Travel,Research & Development,2,Life Sciences,2,Sales Executive,38750,3.0,15,0,13.0,3,6,0,5,3.0,3.0,3.0,3,3,6.613607624360762,9.502092050209203,16.0836820083682,0.0,239,0.9157088122605364
0,Travel_Rarely,Research & Development,4,Life Sciences,1,Sales Executive,22160,2.0,13,3,6.0,2,3,1,2,1.0,3.0,,2,3,7.2260580912863075,9.41908713692946,16.676348547717843,0.003831417624521,241,0.9233716475095786
0,Travel_Frequently,Research & Development,1,Life Sciences,2,Sales Executive,117130,2.0,14,0,24.0,2,5,0,2,4.0,3.0,2.0,3,3,9.105581340834505,9.481012658227847,18.64556962025317,0.9080459770114944,237,0.9080459770114944
0,Travel_Rarely,Research & Development,2,Medical,1,Laboratory Technician,78610,1.0,14,2,20.0,1,20,1,8,1.0,3.0,1.0,3,3,9.720646591970125,9.445378151260504,19.18487394957983,0.9118773946360154,238,0.9118773946360154
0,Travel_Rarely,Research & Development,4,Life Sciences,1,Human Resources,37080,1.0,16,2,6.0,2,6,4,4,4.0,4.0,3.0,3,3,10.324486531986532,9.51082251082251,19.874458874458877,0.8850574712643678,231,0.8850574712643678
1,Travel_Rarely,Research & Development,5,Life Sciences,1,Research Scientist,137700,1.0,18,1,8.0,3,8,7,7,4.0,3.0,3.0,4,3,9.997716689718764,9.452282157676349,19.4896265560166,0.9233716475095786,241,0.9233716475095786
0,Travel_Rarely,Research & Development,2,Other,3,Laboratory Technician,53040,0.0,20,1,5.0,2,4,1,1,1.0,4.0,3.0,3,4,6.296890123456791,9.524444444444445,15.795555555555556,0.0,225,0.8620689655172413
0,Travel_Rarely,Sales,3,Marketing,3,Research Scientist,26420,0.0,13,1,21.0,3,20,0,9,3.0,1.0,3.0,3,3,6.075256680731364,9.476793248945148,15.58649789029536,0.0,237,0.9080459770114944
0,Travel_Rarely,Research & Development,2,Life Sciences,1,Healthcare Representative,27590,9.0,18,1,12.0,6,5,0,4,3.0,1.0,1.0,3,3,6.478247044917258,9.536170212765958,15.961702127659574,0.0,235,0.9003831417624522
0,Travel_Rarely,Research & Development,5,Life Sciences,2,Manager,68040,4.0,13,1,8.0,1,3,0,2,1.0,3.0,3.0,3,3,7.522206521739131,9.52608695652174,17.065217391304348,0.0613026819923371,230,0.8812260536398467
0,Travel_Frequently,Research & Development,4,Medical,2,Research Director,61420,2.0,15,1,10.0,2,2,2,2,3.0,4.0,3.0,3,3,7.686039855072464,9.478260869565217,17.143478260869564,0.1149425287356321,230,0.8812260536398467
0,Travel_Rarely,Research & Development,4,Medical,2,Sales Executive,25000,4.0,14,2,7.0,2,3,0,2,1.0,4.0,2.0,1,3,7.972668128654971,9.416666666666666,17.399122807017545,0.3984674329501915,228,0.8735632183908046
0,Travel_Rarely,Research & Development,4,Life Sciences,1,Research Scientist,63890,0.0,22,0,8.0,2,7,0,7,3.0,1.0,3.0,2,4,6.805875788452208,9.467248908296945,16.292576419213972,0.0,229,0.8773946360153256
0,Travel_Rarely,Sales,3,Life Sciences,1,Laboratory Technician,111030,1.0,12,0,10.0,5,10,0,9,2.0,1.0,2.0,2,3,6.217927616413093,9.477178423236516,15.75103734439834,0.0,241,0.9233716475095786
1,Travel_Frequently,Sales,5,Medical,2,Healthcare Representative,23420,3.0,18,0,20.0,2,4,1,3,1.0,1.0,3.0,3,3,7.083067226890757,9.53781512605042,16.630252100840337,0.0,238,0.9118773946360154
1,Travel_Frequently,Sales,2,Marketing,2,Laboratory Technician,68110,0.0,15,1,9.0,2,8,7,7,3.0,4.0,3.0,3,3,8.584576661814653,9.493449781659388,18.074235807860266,0.8582375478927203,229,0.8773946360153256
0,Travel_Rarely,Sales,3,Medical,2,Manager,22970,6.0,18,2,29.0,2,20,12,7,4.0,4.0,2.0,2,3,6.19813768115942,9.486956521739131,15.68695652173913,0.0,230,0.8812260536398467
0,Travel_Rarely,Sales,3,Life Sciences,2,Laboratory Technician,24500,3.0,12,1,32.0,2,9,1,5,4.0,1.0,3.0,3,3,10.6123995031617,9.53658536585366,20.16260162601626,0.942528735632184,246,0.942528735632184
0,Travel_Rarely,Research & Development,3,Life Sciences,3,Research Scientist,50930,2.0,16,1,31.0,3,7,0,0,2.0,4.0,4.0,3,3,7.483309489747258,9.484978540772532,16.93991416309013,0.0191570881226053,233,0.89272030651341
0,Travel_Rarely,Research & Development,3,Medical,2,Sales Executive,53090,3.0,13,0,15.0,5,5,0,1,1.0,2.0,3.0,3,3,9.401894586894588,9.547008547008549,18.884615384615383,0.896551724137931,234,0.896551724137931
1,Travel_Frequently,Sales,3,Life Sciences,2,Manager,30570,1.0,19,0,1.0,3,1,0,0,2.0,3.0,3.0,3,3,7.30347337962963,9.4375,16.7875,0.0076628352490421,240,0.9195402298850576
0,Travel_Rarely,Sales,3,Life Sciences,3,Sales Executive,51210,7.0,13,0,8.0,4,3,0,2,4.0,1.0,3.0,3,3,7.53879931972789,9.49795918367347,17.02857142857143,0.0421455938697318,245,0.9386973180076628
0,Travel_Rarely,Research & Development,3,Medical,1,Laboratory Technician,168560,3.0,12,1,9.0,3,3,1,0,1.0,2.0,4.0,3,3,7.2914336158192095,9.52542372881356,16.805084745762713,0.0076628352490421,236,0.9042145593869731
0,Travel_Frequently,Sales,1,Marketing,5,Manager,26860,5.0,11,0,10.0,3,4,1,3,4.0,1.0,3.0,4,3,7.603156676413255,9.5,17.096491228070175,0.0727969348659003,228,0.8735632183908046
1,Travel_Rarely,Sales,3,Technical Degree,1,Research Scientist,61800,1.0,14,1,1.0,2,1,0,0,1.0,2.0,4.0,1,3,8.038707264957264,9.551282051282053,17.525641025641026,0.4712643678160919,234,0.896551724137931
0,Travel_Rarely,Human Resources,4,Medical,4,Sales Executive,66320,0.0,16,0,6.0,3,5,1,4,2.0,1.0,4.0,3,3,7.189699359853681,9.572016460905347,16.761316872427983,0.0,243,0.9310344827586208
0,Travel_Rarely,Sales,3,Marketing,2,Research Scientist,35050,1.0,12,2,10.0,2,10,1,8,1.0,4.0,2.0,2,3,6.329309056956116,9.504201680672267,15.819327731092438,0.0,238,0.9118773946360154
0,Travel_Rarely,Research & Development,3,Other,3,Research Director,63970,4.0,14,1,11.0,3,3,0,2,3.0,1.0,2.0,3,3,7.316132653061226,9.46122448979592,16.836734693877553,0.003831417624521,245,0.9386973180076628
0,Travel_Rarely,Research & Development,4,Life Sciences,2,Sales Executive,62740,7.0,14,2,17.0,0,6,1,2,1.0,4.0,2.0,3,3,7.789321378340365,9.552742616033756,17.324894514767934,0.1992337164750957,237,0.9080459770114944
1,Travel_Rarely,Sales,4,Life Sciences,2,Research Scientist,198590,3.0,19,0,6.0,3,3,2,2,1.0,1.0,3.0,2,3,7.221421706516644,9.464135021097048,16.713080168776372,0.0,237,0.9080459770114944
0,Non-Travel,Sales,4,Medical,1,Healthcare Representative,75870,0.0,22,1,7.0,5,6,1,3,3.0,3.0,1.0,3,4,7.603537195994278,9.50214592274678,17.120171673819744,0.0919540229885057,233,0.89272030651341
0,Travel_Rarely,Research & Development,4,Other,2,Sales Representative,42580,2.0,16,0,5.0,2,3,1,0,1.0,1.0,4.0,3,3,6.623406369731801,9.616379310344827,16.142241379310345,0.0,232,0.8888888888888888
0,Travel_Rarely,Research & Development,2,Medical,2,Laboratory Technician,43640,3.0,11,1,26.0,3,20,5,6,1.0,3.0,4.0,3,3,6.299673812816966,9.514522821576763,15.8298755186722,0.0,241,0.9233716475095786
0,Travel_Rarely,Research & Development,1,Other,1,Manufacturing Director,43350,1.0,15,1,5.0,5,5,0,3,4.0,3.0,3.0,3,3,9.67537900188324,9.542372881355933,19.17372881355932,0.9042145593869731,236,0.9042145593869731
0,Travel_Rarely,Sales,3,Marketing,1,Research Scientist,53260,4.0,14,1,7.0,2,4,0,3,4.0,4.0,2.0,3,3,7.485165260196905,9.42194092827004,16.970464135021096,0.0344827586206896,237,0.9080459770114944
0,Travel_Rarely,Research & Development,2,Medical,1,Sales Executive,32800,5.0,13,0,7.0,3,5,0,2,4.0,2.0,2.0,3,3,6.101879588839941,9.48898678414097,15.647577092511014,0.0,227,0.8697318007662835
0,Travel_Rarely,Research & Development,3,Medical,3,Sales Executive,54850,2.0,17,2,7.0,2,4,0,3,2.0,3.0,2.0,3,3,10.499181527206218,9.48971193415638,19.958847736625515,0.9310344827586208,243,0.9310344827586208
0,Non-Travel,Sales,2,Life Sciences,1,Sales Executive,43420,3.0,11,1,11.0,6,8,0,7,3.0,3.0,4.0,2,3,6.390747584541064,9.517391304347829,15.895652173913044,0.0,230,0.8812260536398467
0,Travel_Rarely,Research & Development,3,Medical,2,Human Resources,27820,1.0,19,1,13.0,5,13,9,9,1.0,4.0,3.0,3,3,6.676340479483632,9.518672199170124,16.182572614107883,0.0,241,0.9233716475095786
1,Travel_Rarely,Research & Development,1,Medical,1,Manufacturing Director,59800,4.0,11,1,28.0,2,7,4,3,1.0,4.0,4.0,3,3,6.667140522875817,9.516806722689076,16.176470588235293,0.0,238,0.9118773946360154
1,Non-Travel,Research & Development,4,Medical,2,Manufacturing Director,43810,2.0,15,2,11.0,1,1,0,0,1.0,1.0,4.0,2,3,9.4125971650663,9.534979423868313,18.925925925925927,0.9310344827586208,243,0.9310344827586208
1,Travel_Frequently,Sales,3,Medical,2,Sales Executive,25720,1.0,13,3,10.0,3,10,4,7,3.0,2.0,3.0,3,3,6.8077704997574,9.519650655021834,16.275109170305676,0.0,229,0.8773946360153256
0,Travel_Rarely,Sales,2,Marketing,1,Sales Executive,38330,2.0,14,0,24.0,1,7,0,7,2.0,1.0,3.0,3,3,10.501073286052009,9.506382978723405,20.01276595744681,0.9003831417624522,235,0.9003831417624522
0,Travel_Rarely,Research & Development,4,Life Sciences,3,Human Resources,42440,9.0,13,0,8.0,3,3,0,2,4.0,2.0,3.0,3,3,6.649557522123895,9.513274336283184,16.11061946902655,0.0,226,0.8659003831417624
1,Travel_Frequently,Research & Development,4,Life Sciences,1,Laboratory Technician,65000,6.0,23,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4,10.308444215820762,9.567901234567902,19.814814814814813,0.9310344827586208,243,0.9310344827586208
0,Travel_Rarely,Research & Development,2,Life Sciences,1,Research Scientist,184300,4.0,12,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3,10.611550332383665,9.482905982905985,20.10683760683761,0.896551724137931,234,0.896551724137931
0,Travel_Rarely,Research & Development,3,Technical Degree,2,Research Scientist,16010,4.0,12,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3,7.119044917257683,9.493617021276595,16.612765957446808,0.0,235,0.9003831417624522
1,Travel_Rarely,Research & Development,4,Medical,2,Research Scientist,26940,1.0,16,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3,7.405662393162394,9.517094017094015,16.9017094017094,0.0306513409961685,234,0.896551724137931
0,Non-Travel,Research & Development,4,Other,1,Sales Executive,31490,2.0,15,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3,8.033875114784205,9.49586776859504,17.524793388429753,0.5287356321839081,242,0.9272030651340996
0,Travel_Rarely,Research & Development,2,Technical Degree,1,Research Scientist,176390,0.0,13,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3,6.488941344778254,9.489270386266094,15.969957081545065,0.0,233,0.89272030651341
0,Non-Travel,Research & Development,3,Life Sciences,1,Laboratory Technician,23190,3.0,18,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3,6.603619565217391,9.460869565217392,16.078260869565216,0.0,230,0.8812260536398467
0,Travel_Rarely,Research & Development,4,Technical Degree,2,Manager,116910,4.0,20,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4,6.909737654320987,9.538461538461538,16.431623931623932,0.0,234,0.896551724137931
0,Travel_Rarely,Research & Development,3,Life Sciences,3,Laboratory Technician,53240,2.0,19,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3,6.783873905025358,9.53941908713693,16.29045643153527,0.0,241,0.9233716475095786
0,Travel_Rarely,Research & Development,4,Life Sciences,3,Laboratory Technician,167520,2.0,18,1,8.0,3,3,1,2,3.0,3.0,4.0,3,3,6.513810185185185,9.504166666666666,16.016666666666666,0.0,240,0.9195402298850576
0,Travel_Rarely,Research & Development,1,Other,3,Research Scientist,52280,1.0,13,0,6.0,2,5,1,3,4.0,2.0,2.0,4,3,6.923727231329691,9.450819672131148,16.37295081967213,0.0,244,0.9348659003831418
0,Travel_Frequently,Human Resources,3,Medical,2,Sales Executive,27000,0.0,14,3,5.0,2,4,0,3,4.0,1.0,3.0,3,3,7.28843487394958,9.483193277310924,16.764705882352942,0.0191570881226053,238,0.9118773946360154
0,Travel_Rarely,Research & Development,4,Life Sciences,1,Sales Representative,192460,3.0,15,1,15.0,5,13,3,12,4.0,1.0,3.0,3,3,6.880241290018833,9.483050847457626,16.343220338983052,0.0,236,0.9042145593869731
0,Travel_Rarely,Sales,2,Technical Degree,1,Laboratory Technician,25060,8.0,22,0,4.0,3,2,2,2,4.0,3.0,2.0,3,4,6.058786610878662,9.514644351464437,15.577405857740583,0.0,239,0.9157088122605364
0,Travel_Frequently,Research & Development,4,Medical,1,Sales Executive,60620,1.0,22,2,12.0,2,12,5,8,1.0,4.0,3.0,3,4,7.300039158100832,9.48898678414097,16.85022026431718,0.0,227,0.8697318007662835
0,Travel_Frequently,Research & Development,3,Life Sciences,5,Manufacturing Director,43820,7.0,16,2,11.0,2,1,0,0,1.0,3.0,2.0,3,3,7.579750712250712,9.474358974358974,17.076923076923077,0.0613026819923371,234,0.896551724137931
0,Non-Travel,Research & Development,3,Life Sciences,1,Manufacturing Director,21430,1.0,17,1,1.0,2,1,0,0,3.0,3.0,2.0,3,3,6.094781400966184,9.465217391304348,15.582608695652176,0.0,230,0.8812260536398467
0,Travel_Rarely,Sales,1,Life Sciences,3,Research Scientist,61620,0.0,14,0,13.0,5,12,2,8,2.0,3.0,2.0,2,3,7.580286231884057,9.491304347826087,17.091304347826085,0.0727969348659003,230,0.8812260536398467
0,Travel_Rarely,Research & Development,3,Technical Degree,2,Sales Executive,50940,3.0,15,0,29.0,5,8,0,7,3.0,2.0,3.0,3,3,6.893671139359699,9.529661016949152,16.364406779661017,0.0,236,0.9042145593869731
0,Travel_Frequently,Research & Development,4,Medical,2,Sales Representative,68770,7.0,20,0,16.0,3,14,6,9,2.0,1.0,2.0,3,4,6.305397865114023,9.506550218340612,15.820960698689955,0.0,229,0.8773946360153256
1,Travel_Frequently,Research & Development,3,Medical,1,Research Scientist,22740,3.0,20,1,5.0,5,3,1,2,1.0,3.0,4.0,3,4,6.538028233151183,9.520491803278688,16.012295081967213,0.0,244,0.9348659003831418
1,Travel_Frequently,Research & Development,3,Medical,5,Research Scientist,44340,,17,3,7.0,1,5,0,0,1.0,2.0,1.0,3,3,7.796020804755372,9.522633744855968,17.263374485596707,0.2298850574712643,243,0.9310344827586208
1,Travel_Rarely,Research & Development,1,Medical,1,Research Scientist,62880,0.0,15,1,16.0,2,15,10,10,1.0,2.0,4.0,3,3,8.512823691460056,9.491735537190085,18.02892561983471,0.896551724137931,242,0.9272030651340996
0,Travel_Rarely,Sales,4,Other,4,Healthcare Representative,25530,1.0,14,1,1.0,4,1,0,0,4.0,3.0,3.0,2,3,6.602291972589329,9.559471365638766,16.136563876651984,0.0,227,0.8697318007662835
1,Travel_Frequently,Sales,3,Life Sciences,2,Research Scientist,76540,2.0,17,1,4.0,3,0,0,0,2.0,1.0,2.0,2,3,8.521810920362421,9.484978540772532,18.012875536480685,0.8659003831417624,233,0.89272030651341
0,Non-Travel,Research & Development,3,Life Sciences,2,Manager,51600,1.0,17,1,1.0,3,1,0,0,4.0,2.0,3.0,1,3,7.350506741050674,9.493723849372383,16.828451882845187,0.0153256704980842,239,0.9157088122605364
0,Travel_Frequently,Research & Development,2,Medical,2,Research Scientist,171590,5.0,22,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4,10.292641746684955,9.48148148148148,19.79835390946502,0.9310344827586208,243,0.9310344827586208
0,Travel_Rarely,Sales,2,Life Sciences,1,Sales Executive,128080,1.0,13,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3,7.03019090077732,9.567901234567902,16.559670781893004,0.0,243,0.9310344827586208
0,Travel_Rarely,Research & Development,2,Life Sciences,3,Sales Executive,102210,0.0,19,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3,6.101496786042241,9.524793388429751,15.611570247933884,0.0,242,0.9272030651340996
0,Travel_Rarely,Sales,3,Marketing,2,Research Scientist,47790,0.0,14,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3,10.69115721040189,9.463829787234042,20.21276595744681,0.9003831417624522,235,0.9003831417624522
0,Travel_Rarely,Research & Development,2,Life Sciences,2,Research Scientist,37370,8.0,22,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4,7.898539389799635,9.508196721311476,17.41393442622951,0.3409961685823754,244,0.9348659003831418
0,Travel_Rarely,Research & Development,4,Medical,2,Sales Representative,23660,3.0,17,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3,10.849712962962965,9.495833333333334,20.366666666666667,0.9195402298850576,240,0.9195402298850576
1,Travel_Frequently,Sales,3,Marketing,2,Laboratory Technician,17060,7.0,12,0,8.0,3,0,0,0,3.0,1.0,2.0,3,3,7.588862704918032,9.512295081967212,17.06967213114754,0.0919540229885057,244,0.9348659003831418
0,Travel_Rarely,Sales,4,Marketing,1,Laboratory Technician,163070,1.0,16,0,1.0,3,1,0,0,1.0,3.0,1.0,2,3,6.122644675925926,9.491666666666667,15.65,0.0,240,0.9195402298850576
0,Travel_Frequently,Research & Development,3,Life Sciences,2,Sales Executive,59330,0.0,11,0,5.0,3,4,1,3,3.0,1.0,3.0,3,3,6.962416789035732,9.47136563876652,16.431718061674008,0.0,227,0.8697318007662835
0,Travel_Rarely,Research & Development,4,Life Sciences,1,Research Scientist,34240,4.0,11,0,10.0,3,3,1,2,3.0,1.0,3.0,3,3,6.400011921793037,9.532188841201716,15.92703862660944,0.0,233,0.89272030651341
0,Travel_Frequently,Research & Development,1,Medical,1,Research Scientist,40370,0.0,14,0,4.0,2,3,0,2,4.0,2.0,3.0,1,3,7.121506147540984,9.528688524590164,16.618852459016395,0.0,244,0.9348659003831418
0,Travel_Rarely,Research & Development,1,Technical Degree,2,Laboratory Technician,25590,1.0,11,0,8.0,3,8,1,7,3.0,2.0,2.0,2,3,5.973506038647343,9.508695652173913,15.478260869565217,0.0,230,0.8812260536398467
0,Travel_Rarely,Research & Development,4,Life Sciences,1,Sales Executive,62010,2.0,15,3,14.0,2,0,0,0,4.0,3.0,3.0,2,3,8.459304954304955,9.528138528138529,17.961038961038962,0.8390804597701149,231,0.8850574712643678
0,Travel_Rarely,Research & Development,3,Life Sciences,3,Laboratory Technician,44030,2.0,20,0,10.0,3,5,0,0,3.0,4.0,4.0,2,4,7.424210832171083,9.456066945606697,16.91213389121339,0.0344827586206896,239,0.9157088122605364
0,Travel_Frequently,Sales,3,Life Sciences,4,Research Scientist,37610,3.0,12,0,26.0,3,14,1,12,2.0,4.0,3.0,2,3,7.000416666666667,9.478070175438596,16.49561403508772,0.0,228,0.8735632183908046
1,Travel_Rarely,Research & Development,3,Life Sciences,2,Research Scientist,109340,6.0,17,2,11.0,2,9,0,7,1.0,1.0,1.0,3,3,6.523200783771324,9.464730290456432,16.024896265560166,0.0,241,0.9233716475095786
0,Travel_Rarely,Sales,1,Marketing,1,Sales Representative,107610,3.0,11,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3,7.881761280931587,9.54585152838428,17.406113537117903,0.2988505747126437,229,0.8773946360153256
0,Travel_Rarely,Sales,1,Technical Degree,2,Laboratory Technician,51750,4.0,17,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3,7.125110867446394,9.482456140350877,16.635964912280702,0.0,228,0.8735632183908046
0,Travel_Rarely,Research & Development,2,Life Sciences,3,Manufacturing Director,138260,8.0,11,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3,7.023544260027663,9.427385892116185,16.46887966804979,0.0,241,0.9233716475095786
0,Travel_Rarely,Research & Development,4,Life Sciences,2,Research Scientist,63340,1.0,14,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3,6.203768801552644,9.506550218340612,15.737991266375548,0.0,229,0.8773946360153256
0,Travel_Rarely,Research & Development,4,Medical,2,Manager,49360,0.0,19,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3,7.709598765432099,9.448717948717947,17.196581196581196,0.1532567049808429,234,0.896551724137931
1,Travel_Rarely,Research & Development,3,Medical,2,Research Director,47750,3.0,15,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3,7.620850241545893,9.47391304347826,17.13478260869565,0.0842911877394636,230,0.8812260536398467
0,Travel_Rarely,Human Resources,3,Human Resources,2,Manufacturing Director,28180,1.0,13,1,10.0,2,10,8,6,4.0,3.0,3.0,3,3,10.289966761633428,9.487179487179487,19.803418803418804,0.896551724137931,234,0.896551724137931
1,Travel_Frequently,Research & Development,3,Life Sciences,2,Healthcare Representative,25150,1.0,14,0,7.0,3,7,7,7,4.0,3.0,1.0,2,3,6.3646038647343,9.543478260869565,15.839130434782607,0.0,230,0.8812260536398467
0,Travel_Frequently,Research & Development,3,Medical,1,Manager,23420,1.0,12,1,32.0,2,32,13,9,3.0,4.0,3.0,2,3,9.983714689265538,9.495762711864408,19.453389830508478,0.9042145593869731,236,0.9042145593869731
0,Travel_Rarely,Sales,5,Marketing,1,Research Scientist,41940,0.0,17,2,12.0,3,11,5,7,2.0,3.0,3.0,3,3,10.494251676245211,9.54310344827586,20.004310344827587,0.8888888888888888,232,0.8888888888888888
0,Travel_Rarely,Research & Development,3,Life Sciences,1,Manufacturing Director,106850,4.0,11,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3,6.595753472222223,9.545833333333333,16.091666666666665,0.0,240,0.9195402298850576
0,Travel_Rarely,Research & Development,2,Medical,1,Research Scientist,20220,1.0,12,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3,8.006495911495911,9.51948051948052,17.536796536796537,0.4712643678160919,231,0.8850574712643678
0,Travel_Rarely,Research & Development,3,Medical,1,Manager,23140,3.0,13,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3,6.202246732026144,9.550420168067228,15.747899159663865,0.0,238,0.9118773946360154
