Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,work_duration_mean,arrival_hour_mean,depart_hour_mean,overtime_rate,n_work_days,attendance_rate
0,Non-Travel,Sales,9,2,Technical Degree,497,5,Sales Representative,12000,0.0,11,1,3.0,3,2,2,2,2.0,4.0,2.0,3,3,7.626725768321513,9.51063829787234,17.102127659574467,0.10727969348659004,235,0.9003831417624522
0,Travel_Rarely,Research & Development,7,2,Other,498,1,Human Resources,56610,3.0,12,0,26.0,2,9,1,1,4.0,4.0,4.0,2,3,7.3994878829446735,9.502057613168724,16.930041152263374,0.019157088122605363,243,0.9310344827586207
0,Non-Travel,Research & Development,15,3,Medical,499,2,Manager,69290,9.0,20,0,10.0,6,8,7,7,4.0,3.0,3.0,1,4,7.197954014939309,9.512605042016807,16.72689075630252,0.007662835249042145,238,0.9118773946360154
0,Travel_Rarely,Sales,6,4,Marketing,500,2,Research Director,96130,0.0,12,1,16.0,5,15,0,9,2.0,4.0,2.0,2,3,7.064413580246915,9.460905349794238,16.526748971193417,0.0,243,0.9310344827586207
0,Travel_Rarely,Research & Development,5,3,Life Sciences,501,2,Research Scientist,56740,3.0,12,0,14.0,6,6,0,4,2.0,4.0,1.0,3,3,8.10601775011526,9.464730290456432,17.62655601659751,0.6091954022988506,241,0.9233716475095786
0,Travel_Rarely,Research & Development,16,1,Medical,502,2,Sales Executive,54840,1.0,20,3,6.0,6,6,0,4,2.0,2.0,3.0,3,4,6.67149931693989,9.5,16.139344262295083,0.0,244,0.9348659003831418
0,Travel_Frequently,Sales,8,2,Medical,503,2,Research Scientist,120610,2.0,20,1,30.0,2,15,6,12,3.0,2.0,3.0,4,4,7.780307621671259,9.520661157024794,17.276859504132233,0.2260536398467433,242,0.9272030651340997
1,Travel_Rarely,Research & Development,7,2,Life Sciences,504,1,Research Scientist,56600,7.0,12,0,9.0,3,1,0,0,1.0,3.0,2.0,3,3,6.082619895536562,9.431623931623932,15.534188034188034,0.0,234,0.896551724137931
1,Travel_Frequently,Sales,2,3,Life Sciences,505,2,Research Scientist,48210,6.0,14,2,6.0,2,3,1,2,1.0,1.0,3.0,3,3,8.209500962000963,9.506493506493506,17.73160173160173,0.6666666666666666,231,0.8850574712643678
0,Travel_Rarely,Research & Development,2,2,Life Sciences,506,1,Sales Representative,64100,1.0,13,1,1.0,5,1,0,0,3.0,3.0,3.0,2,3,9.218184198542804,9.51639344262295,18.737704918032787,0.9348659003831418,244,0.9348659003831418
0,Travel_Rarely,Research & Development,10,3,Other,507,2,Sales Representative,52100,1.0,15,0,1.0,1,1,0,0,4.0,2.0,3.0,4,3,7.768436639118458,9.5,17.214876033057852,0.20306513409961685,242,0.9272030651340997
0,Travel_Frequently,Sales,9,4,Medical,508,2,Research Scientist,26950,3.0,14,1,8.0,4,2,2,2,3.0,3.0,3.0,1,3,7.59047735760971,9.491596638655462,17.07563025210084,0.06130268199233716,238,0.9118773946360154
0,Travel_Rarely,Research & Development,5,4,Life Sciences,509,1,Sales Executive,118780,2.0,13,1,29.0,2,8,7,7,2.0,3.0,2.0,3,3,9.595219610636278,9.525641025641026,19.11111111111111,0.896551724137931,234,0.896551724137931
0,Travel_Rarely,Research & Development,1,3,Life Sciences,510,1,Laboratory Technician,170680,3.0,23,0,8.0,6,4,0,1,4.0,2.0,2.0,3,4,7.26327536231884,9.547826086956523,16.765217391304347,0.019157088122605363,230,0.8812260536398467
0,Travel_Rarely,Human Resources,2,3,Medical,511,5,Sales Executive,24550,1.0,15,1,8.0,2,7,7,5,3.0,1.0,2.0,3,3,6.117728613569322,9.539823008849558,15.646017699115044,0.0,226,0.8659003831417624
0,Travel_Frequently,Research & Development,3,3,Medical,512,2,Laboratory Technician,139640,1.0,11,2,5.0,1,5,1,3,1.0,3.0,3.0,2,3,7.708791383219954,9.518367346938776,17.220408163265308,0.1724137931034483,245,0.9386973180076629
0,Travel_Rarely,Research & Development,2,1,Medical,513,3,Research Scientist,49410,9.0,13,2,23.0,2,2,2,2,4.0,4.0,3.0,2,3,7.396068376068375,9.495726495726496,16.905982905982906,0.01532567049808429,234,0.896551724137931
0,Travel_Rarely,Research & Development,5,3,Medical,514,2,Manufacturing Director,24780,6.0,11,0,13.0,0,9,7,0,3.0,3.0,3.0,3,3,7.5718037974683545,9.50632911392405,17.025316455696203,0.0842911877394636,237,0.9080459770114943
0,Travel_Frequently,Research & Development,1,2,Life Sciences,515,2,Manufacturing Director,52280,2.0,11,0,18.0,4,5,0,3,1.0,3.0,3.0,3,3,6.912598950882213,9.493562231759658,16.416309012875537,0.0,233,0.89272030651341
0,Travel_Rarely,Research & Development,4,2,Life Sciences,516,2,Human Resources,44780,0.0,18,1,15.0,3,14,7,8,4.0,4.0,2.0,3,3,6.6080651340996175,9.508620689655173,16.099137931034484,0.0,232,0.8888888888888888
0,Non-Travel,Research & Development,2,3,Medical,517,2,Manager,75470,7.0,16,0,31.0,2,9,6,2,3.0,1.0,4.0,2,3,6.108080029368576,9.462555066079295,15.616740088105727,0.0,227,0.8697318007662835
0,Travel_Rarely,Sales,25,2,Life Sciences,518,3,Research Scientist,50550,5.0,22,0,18.0,2,1,0,0,3.0,4.0,3.0,2,4,7.925064545873675,9.514522821576763,17.406639004149376,0.39080459770114945,241,0.9233716475095786
1,Travel_Frequently,Sales,8,3,Marketing,519,3,Sales Executive,34640,1.0,20,0,2.0,3,2,0,2,4.0,4.0,3.0,2,4,9.111901005944217,9.497942386831276,18.617283950617285,0.9310344827586207,243,0.9310344827586207
1,Travel_Rarely,Research & Development,1,4,Life Sciences,520,1,Manager,57750,1.0,18,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3,6.621757641921398,9.441048034934498,16.08296943231441,0.0,229,0.8773946360153256
0,Travel_Rarely,Sales,12,3,Marketing,521,3,Healthcare Representative,89430,8.0,12,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3,10.988871455137144,9.585774058577407,20.476987447698743,0.9157088122605364,239,0.9157088122605364
1,Travel_Rarely,Sales,23,3,Medical,522,2,Research Scientist,192720,9.0,20,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4,8.716918044077135,9.553719008264462,18.223140495867767,0.9272030651340997,242,0.9272030651340997
1,Non-Travel,Research & Development,19,4,Life Sciences,523,4,Laboratory Technician,52380,1.0,17,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3,7.419935622317596,9.515021459227468,16.96137339055794,0.022988505747126436,233,0.89272030651341
0,Travel_Rarely,Research & Development,5,4,Medical,524,2,Sales Executive,46820,1.0,11,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3,7.517420634920635,9.506493506493506,17.034632034632036,0.04597701149425287,231,0.8850574712643678
0,Travel_Rarely,Research & Development,8,3,Medical,525,1,Sales Executive,183000,0.0,14,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3,6.251273433927755,9.477366255144032,15.777777777777779,0.0,243,0.9310344827586207
0,Travel_Rarely,Sales,1,4,Life Sciences,526,1,Research Director,52570,1.0,14,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3,7.878476324425691,9.49367088607595,17.38818565400844,0.3103448275862069,237,0.9080459770114943
0,Travel_Rarely,Research & Development,5,3,Technical Degree,527,1,Sales Executive,63490,0.0,11,0,20.0,3,19,1,9,3.0,3.0,2.0,3,3,7.293590579710146,9.513043478260869,16.817391304347826,0.011494252873563218,230,0.8812260536398467
0,Travel_Rarely,Sales,1,4,Marketing,528,1,Sales Executive,48690,4.0,12,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3,7.923936741363212,9.470588235294118,17.42436974789916,0.3793103448275862,238,0.9118773946360154
0,Non-Travel,Sales,11,3,Technical Degree,529,2,Laboratory Technician,99850,1.0,14,1,3.0,3,3,1,2,1.0,3.0,3.0,2,3,8.007610882487427,9.547325102880658,17.53497942386831,0.47509578544061304,243,0.9310344827586207
0,Travel_Frequently,Research & Development,23,5,Life Sciences,530,3,Laboratory Technician,36970,3.0,13,1,23.0,1,3,1,2,4.0,2.0,3.0,3,3,6.733892496392495,9.471861471861471,16.181818181818183,0.0,231,0.8850574712643678
0,Travel_Rarely,Research & Development,1,3,Life Sciences,531,2,Healthcare Representative,74570,3.0,11,2,10.0,1,8,1,7,3.0,3.0,4.0,4,3,6.612759487882944,9.534979423868313,16.090534979423868,0.0,243,0.9310344827586207
1,Travel_Rarely,Research & Development,18,4,Life Sciences,532,2,Sales Executive,21190,9.0,15,0,24.0,3,20,3,6,2.0,1.0,3.0,3,3,6.190119870908253,9.468879668049793,15.684647302904564,0.0,241,0.9233716475095786
0,Travel_Rarely,Sales,23,4,Marketing,533,4,Sales Executive,39830,4.0,12,0,9.0,3,3,1,2,4.0,4.0,3.0,3,3,6.412309251311397,9.48068669527897,15.888412017167383,0.0,233,0.89272030651341
1,Travel_Rarely,Sales,7,4,Life Sciences,534,3,Sales Representative,61180,0.0,21,1,9.0,3,8,4,7,4.0,1.0,3.0,2,4,9.812394349477682,9.465811965811966,19.256410256410255,0.896551724137931,234,0.896551724137931
1,Travel_Frequently,Research & Development,1,2,Life Sciences,535,1,Sales Executive,62140,1.0,19,2,14.0,3,13,3,8,1.0,3.0,3.0,3,3,7.795180737506065,9.528384279475983,17.305676855895197,0.23371647509578544,229,0.8773946360153256
0,Travel_Rarely,Human Resources,1,1,Human Resources,536,2,Research Scientist,63470,1.0,15,1,4.0,2,4,2,2,1.0,3.0,2.0,3,3,6.665248419150859,9.5,16.150406504065042,0.0,246,0.9425287356321839
0,Travel_Frequently,Sales,29,4,Marketing,537,1,Research Scientist,115100,0.0,14,1,7.0,5,6,0,4,1.0,4.0,2.0,3,3,6.688168328584995,9.5,16.17094017094017,0.0,234,0.896551724137931
0,Travel_Rarely,Research & Development,7,4,Life Sciences,538,4,Sales Executive,71430,2.0,21,0,8.0,6,1,0,0,4.0,4.0,3.0,2,4,10.582439909297051,9.534693877551021,20.085714285714285,0.9386973180076629,245,0.9386973180076629
1,Travel_Rarely,Human Resources,25,4,Human Resources,539,2,Research Scientist,82680,1.0,12,0,7.0,3,7,5,6,4.0,4.0,4.0,2,3,10.899974537037036,9.508333333333333,20.383333333333333,0.9195402298850575,240,0.9195402298850575
1,Travel_Rarely,Sales,8,2,Marketing,540,2,Sales Executive,80950,1.0,15,0,1.0,3,1,0,0,1.0,3.0,2.0,4,3,7.810643776824034,9.454935622317597,17.27038626609442,0.22988505747126436,233,0.89272030651341
1,Travel_Rarely,Research & Development,8,2,Life Sciences,541,4,Manufacturing Director,29040,4.0,13,0,5.0,2,2,2,2,1.0,2.0,3.0,3,3,10.211385327635327,9.444444444444445,19.65811965811966,0.896551724137931,234,0.896551724137931
0,Travel_Rarely,Research & Development,11,1,Life Sciences,542,4,Research Scientist,60320,0.0,14,0,23.0,2,22,13,7,4.0,1.0,3.0,2,3,6.781549408014572,9.487704918032787,16.2827868852459,0.0,244,0.9348659003831418
1,Travel_Frequently,Research & Development,7,3,Life Sciences,543,2,Manager,29760,1.0,14,0,1.0,3,1,0,0,1.0,2.0,3.0,3,3,6.296936170212766,9.502127659574468,15.825531914893617,0.0,235,0.9003831417624522
1,Travel_Frequently,Research & Development,1,4,Medical,544,2,Research Scientist,159920,3.0,14,0,5.0,3,0,0,0,4.0,3.0,3.0,3,3,10.463207994579944,9.487804878048781,19.934959349593495,0.9425287356321839,246,0.9425287356321839
0,Travel_Frequently,Sales,9,3,Medical,545,2,Research Scientist,46490,0.0,12,0,4.0,2,3,0,2,4.0,2.0,3.0,2,3,8.041233424782808,9.51440329218107,17.53909465020576,0.5325670498084292,243,0.9310344827586207
0,Non-Travel,Sales,1,1,Marketing,546,2,Research Director,26960,3.0,23,0,6.0,3,0,0,0,3.0,4.0,3.0,3,4,7.120342066957788,9.489082969432314,16.61572052401747,0.0,229,0.8773946360153256
0,Non-Travel,Sales,2,1,Life Sciences,547,2,Sales Executive,23700,2.0,11,0,27.0,3,5,2,1,1.0,4.0,2.0,3,3,6.210528752436647,9.513157894736842,15.771929824561404,0.0,228,0.8735632183908046
0,Non-Travel,Research & Development,1,3,Medical,548,2,Human Resources,125040,1.0,12,1,15.0,2,15,4,12,2.0,3.0,3.0,3,3,6.015613026819923,9.525862068965518,15.525862068965518,0.0,232,0.8888888888888888
0,Travel_Rarely,Sales,1,3,Life Sciences,549,1,Sales Executive,59740,7.0,18,1,18.0,6,8,4,0,2.0,2.0,3.0,3,3,7.982319788797062,9.462809917355372,17.44214876033058,0.45977011494252873,242,0.9272030651340997
0,Travel_Rarely,Research & Development,6,2,Medical,550,1,Research Scientist,47360,0.0,11,1,9.0,3,8,2,7,3.0,3.0,3.0,2,3,10.697828385065227,9.526315789473685,20.186234817813766,0.946360153256705,247,0.946360153256705
0,Travel_Rarely,Research & Development,8,3,Medical,551,4,Research Scientist,52960,4.0,14,0,11.0,3,7,1,7,3.0,4.0,3.0,4,3,6.323727053140097,9.552173913043479,15.834782608695653,0.0,230,0.8812260536398467
0,Travel_Rarely,Human Resources,1,3,Human Resources,552,4,Laboratory Technician,67810,0.0,15,1,10.0,2,9,1,7,4.0,2.0,2.0,3,3,6.89652719174871,9.565400843881857,16.464135021097047,0.0,237,0.9080459770114943
0,Travel_Rarely,Research & Development,6,4,Medical,553,3,Sales Executive,21740,3.0,11,1,23.0,3,12,4,9,1.0,3.0,3.0,3,3,6.399091970121382,9.53781512605042,15.932773109243698,0.0,238,0.9118773946360154
0,Travel_Rarely,Research & Development,7,4,Medical,554,1,Sales Executive,66530,7.0,20,1,10.0,2,1,0,0,4.0,2.0,3.0,3,4,7.389816810344827,9.474137931034482,16.879310344827587,0.019157088122605363,232,0.8888888888888888
0,Travel_Frequently,Research & Development,5,3,Medical,555,2,Laboratory Technician,96990,8.0,19,1,18.0,3,8,0,1,3.0,1.0,3.0,3,3,7.119895264116576,9.487704918032787,16.62295081967213,0.0,244,0.9348659003831418
1,Travel_Frequently,Sales,1,3,Marketing,556,2,Healthcare Representative,67550,7.0,14,1,21.0,2,18,11,5,1.0,4.0,3.0,3,3,7.199784215546018,9.48068669527897,16.746781115879827,0.0,233,0.89272030651341
0,Travel_Rarely,Research & Development,1,1,Life Sciences,557,1,Healthcare Representative,22130,1.0,17,0,21.0,4,20,4,9,3.0,3.0,4.0,3,3,5.983684270690444,9.48559670781893,15.477366255144032,0.0,243,0.9310344827586207
0,Travel_Rarely,Research & Development,1,4,Life Sciences,558,1,Research Scientist,26100,1.0,11,1,2.0,3,2,2,2,4.0,2.0,4.0,2,3,10.518713512241055,9.516949152542374,20.050847457627118,0.9042145593869731,236,0.9042145593869731
0,Non-Travel,Research & Development,6,3,Life Sciences,559,1,Laboratory Technician,28510,9.0,15,0,9.0,2,5,0,3,3.0,2.0,2.0,3,3,6.195073915116834,9.476394849785407,15.708154506437769,0.0,233,0.89272030651341
0,Non-Travel,Research & Development,1,3,Medical,560,3,Sales Representative,34520,2.0,13,3,18.0,4,11,0,9,1.0,4.0,3.0,4,3,7.195747584541063,9.547826086956523,16.734782608695653,0.0,230,0.8812260536398467
0,Travel_Frequently,Research & Development,7,3,Life Sciences,561,1,Sales Executive,52580,0.0,14,3,3.0,5,2,2,2,3.0,4.0,3.0,3,3,6.606262183235867,9.49561403508772,16.087719298245613,0.0,228,0.8735632183908046
0,Travel_Rarely,Sales,2,4,Marketing,562,1,Sales Executive,93550,0.0,11,0,6.0,4,5,0,4,1.0,2.0,1.0,3,3,7.4839790448343075,9.50438596491228,16.973684210526315,0.02681992337164751,228,0.8735632183908046
0,Travel_Frequently,Research & Development,9,2,Other,563,1,Manufacturing Director,104960,1.0,13,1,5.0,2,5,0,2,4.0,4.0,3.0,3,3,6.596385249878699,9.502183406113538,16.100436681222707,0.0,229,0.8773946360153256
0,Travel_Rarely,Sales,2,2,Medical,564,1,Sales Executive,63800,6.0,23,1,22.0,1,9,2,3,4.0,2.0,3.0,2,4,7.172206521739131,9.508695652173913,16.717391304347824,0.0,230,0.8812260536398467
0,Travel_Frequently,Sales,9,1,Technical Degree,565,2,Sales Executive,26570,2.0,13,1,5.0,3,3,0,2,4.0,3.0,2.0,2,3,8.026111111111112,9.504347826086956,17.530434782608694,0.4904214559386973,230,0.8812260536398467
0,Travel_Frequently,Research & Development,1,4,Medical,566,3,Research Scientist,27160,0.0,18,0,8.0,2,7,1,1,4.0,2.0,2.0,1,3,7.10237188697318,9.474137931034482,16.57758620689655,0.0,232,0.8888888888888888
0,Travel_Rarely,Sales,21,2,Life Sciences,567,1,Healthcare Representative,22010,4.0,12,1,16.0,3,1,0,0,2.0,4.0,3.0,4,3,7.202196251129179,9.495934959349594,16.70731707317073,0.007662835249042145,246,0.9425287356321839
0,Travel_Rarely,Sales,4,2,Other,568,2,Healthcare Representative,65400,1.0,22,0,10.0,2,10,1,2,2.0,4.0,2.0,1,4,10.8985589569161,9.444897959183674,20.35918367346939,0.9386973180076629,245,0.9386973180076629
0,Travel_Rarely,Research & Development,1,3,Medical,569,1,Human Resources,38160,1.0,13,2,7.0,2,7,5,0,3.0,3.0,4.0,2,3,6.523463618485743,9.482300884955752,16.039823008849556,0.0,226,0.8659003831417624
0,Travel_Frequently,Sales,6,4,Life Sciences,570,1,Manager,52530,1.0,15,0,3.0,2,3,0,2,3.0,3.0,3.0,3,3,10.684742231638419,9.478813559322035,20.165254237288135,0.9042145593869731,236,0.9042145593869731
1,Non-Travel,Research & Development,2,4,Medical,571,3,Laboratory Technician,109650,1.0,18,0,0.0,5,0,0,0,3.0,3.0,3.0,4,3,6.993391500474834,9.478632478632479,16.457264957264957,0.0,234,0.896551724137931
1,Travel_Rarely,Research & Development,3,2,Life Sciences,572,1,Sales Executive,49360,0.0,14,0,6.0,2,5,0,3,1.0,1.0,3.0,2,3,8.983830721747388,9.457264957264957,18.465811965811966,0.896551724137931,234,0.896551724137931
0,Travel_Rarely,Research & Development,4,2,Medical,573,2,Research Scientist,25430,3.0,12,0,6.0,3,1,0,0,2.0,4.0,3.0,3,3,8.124268207282913,9.420168067226891,17.600840336134453,0.5862068965517241,238,0.9118773946360154
1,Travel_Frequently,Sales,10,3,Technical Degree,574,1,Research Director,53040,1.0,17,0,2.0,3,2,2,2,3.0,3.0,2.0,4,3,7.1295670995671,9.484848484848484,16.636363636363637,0.0038314176245210726,231,0.8850574712643678
0,Travel_Rarely,Research & Development,23,3,Life Sciences,575,3,Manufacturing Director,166590,7.0,16,1,,2,6,1,3,3.0,4.0,3.0,3,3,8.00203096539162,9.5,17.49590163934426,0.4827586206896552,244,0.9348659003831418
0,Travel_Rarely,Research & Development,6,2,Medical,576,1,Healthcare Representative,42600,1.0,11,2,4.0,2,4,2,2,4.0,3.0,3.0,3,3,7.4150274201239865,9.476394849785407,16.92703862660944,0.011494252873563218,233,0.89272030651341
0,Travel_Rarely,Sales,1,1,Marketing,577,2,Laboratory Technician,24760,1.0,19,0,6.0,2,6,1,3,2.0,3.0,2.0,3,3,7.086783816425121,9.447826086956521,16.547826086956523,0.0,230,0.8812260536398467
0,Travel_Rarely,Research & Development,6,3,Life Sciences,578,3,Laboratory Technician,31020,1.0,13,1,6.0,3,5,1,4,3.0,3.0,1.0,2,3,6.8021223599632705,9.491735537190083,16.293388429752067,0.0,242,0.9272030651340997
1,Travel_Rarely,Research & Development,6,3,Life Sciences,579,1,Sales Executive,22440,1.0,12,3,11.0,5,11,3,10,4.0,1.0,1.0,1,3,6.79266620176662,9.523012552301255,16.276150627615063,0.0,239,0.9157088122605364
0,Travel_Frequently,Research & Development,2,4,Medical,580,4,Human Resources,75960,9.0,11,0,20.0,0,18,2,13,2.0,3.0,2.0,1,3,6.714373219373219,9.491452991452991,16.183760683760685,0.0,234,0.896551724137931
1,Travel_Frequently,Sales,2,4,Life Sciences,581,1,Laboratory Technician,22850,0.0,16,0,22.0,3,21,13,14,3.0,1.0,2.0,1,3,8.01858706108706,9.476190476190476,17.506493506493506,0.4444444444444444,231,0.8850574712643678
0,Travel_Rarely,Research & Development,1,2,Life Sciences,582,4,Laboratory Technician,30340,7.0,21,1,9.0,3,6,1,5,2.0,1.0,4.0,2,4,7.694989177489178,9.506493506493506,17.181818181818183,0.14942528735632185,231,0.8850574712643678
0,Travel_Rarely,Research & Development,5,3,Medical,583,1,Healthcare Representative,57150,6.0,24,2,10.0,0,8,1,7,4.0,3.0,3.0,3,4,7.065130934899657,9.519823788546255,16.577092511013216,0.0038314176245210726,227,0.8697318007662835
0,Travel_Rarely,Sales,7,4,Life Sciences,584,1,Laboratory Technician,25760,8.0,17,3,6.0,3,4,1,2,4.0,2.0,3.0,3,3,7.908282163742689,9.535087719298245,17.416666666666668,0.30268199233716475,228,0.8735632183908046
1,Travel_Rarely,Research & Development,15,4,Life Sciences,585,2,Sales Executive,41970,1.0,13,0,1.0,3,1,0,0,3.0,4.0,2.0,1,3,10.291057422969187,9.5,19.794117647058822,0.9118773946360154,238,0.9118773946360154
0,Travel_Rarely,Research & Development,1,4,Life Sciences,586,2,Sales Representative,143360,1.0,21,1,8.0,3,8,0,7,1.0,4.0,3.0,3,4,7.521268861454047,9.489711934156379,17.02469135802469,0.04597701149425287,243,0.9310344827586207
0,Travel_Rarely,Research & Development,7,2,Life Sciences,587,1,Manufacturing Director,34480,1.0,11,0,10.0,3,10,1,4,3.0,,3.0,3,3,7.68925080682342,9.49792531120332,17.199170124481327,0.1417624521072797,241,0.9233716475095786
0,Travel_Frequently,Research & Development,26,4,Life Sciences,588,2,Research Scientist,194060,3.0,20,3,16.0,2,1,0,0,3.0,4.0,1.0,3,4,10.515668510834486,9.510373443983402,20.053941908713693,0.9233716475095786,241,0.9233716475095786
0,Travel_Rarely,Research & Development,18,5,Medical,589,2,Research Scientist,65380,2.0,16,1,15.0,3,7,6,4,3.0,2.0,4.0,3,3,6.898151664322551,9.518987341772151,16.37552742616034,0.0,237,0.9080459770114943
0,Travel_Frequently,Research & Development,6,2,Life Sciences,590,1,Research Director,43060,0.0,11,0,14.0,2,13,4,9,4.0,1.0,3.0,3,3,7.492503429355281,9.613168724279836,17.061728395061728,0.05363984674329502,243,0.9310344827586207
0,Travel_Frequently,Research & Development,3,3,Medical,591,2,Laboratory Technician,22580,1.0,11,1,2.0,2,2,2,2,4.0,4.0,4.0,3,3,7.986484953703704,9.541666666666666,17.525,0.46360153256704983,240,0.9195402298850575
1,Travel_Rarely,Sales,5,3,Marketing,592,3,Research Scientist,45220,8.0,15,1,7.0,3,4,1,3,1.0,3.0,2.0,3,3,7.510137741046832,9.520661157024794,17.00413223140496,0.04980842911877394,242,0.9272030651340997
0,Non-Travel,Research & Development,11,2,Other,593,2,Research Scientist,44870,1.0,11,0,1.0,5,1,0,0,3.0,1.0,3.0,2,3,6.5948269980506815,9.491228070175438,16.109649122807017,0.0,228,0.8735632183908046
0,Travel_Rarely,Research & Development,3,2,Other,594,2,Healthcare Representative,44490,4.0,15,0,28.0,3,5,4,2,4.0,1.0,3.0,1,3,6.282283677482793,9.464601769911505,15.778761061946902,0.0,226,0.8659003831417624
0,Travel_Rarely,Research & Development,26,1,Life Sciences,595,1,Laboratory Technician,22180,1.0,24,1,10.0,1,10,0,8,2.0,4.0,3.0,3,4,7.468521241830065,9.495798319327731,16.991596638655462,0.05363984674329502,238,0.9118773946360154
0,Travel_Rarely,Research & Development,23,4,Life Sciences,596,2,Laboratory Technician,191970,1.0,12,0,1.0,2,1,0,0,3.0,1.0,3.0,3,3,7.2852440725244065,9.531380753138075,16.799163179916317,0.0038314176245210726,239,0.9157088122605364
0,Travel_Rarely,Research & Development,22,3,Life Sciences,597,2,Sales Representative,132120,4.0,13,0,7.0,4,3,0,2,1.0,3.0,2.0,3,3,8.797695810564662,9.471311475409836,18.237704918032787,0.9272030651340997,244,0.9348659003831418
0,Travel_Rarely,Research & Development,14,4,Life Sciences,598,3,Research Scientist,65770,1.0,13,0,14.0,1,14,3,11,4.0,4.0,2.0,1,3,6.775005715592137,9.54320987654321,16.308641975308642,0.0,243,0.9310344827586207
0,Travel_Rarely,Research & Development,6,3,Medical,599,5,Research Director,83920,1.0,17,0,2.0,5,2,1,2,1.0,3.0,2.0,3,3,6.699550094966762,9.512820512820513,16.188034188034187,0.0,234,0.896551724137931
1,Travel_Rarely,Human Resources,6,2,Human Resources,600,3,Sales Executive,45580,1.0,13,1,6.0,2,6,0,2,3.0,3.0,3.0,1,3,10.402478354978355,9.523809523809524,19.952380952380953,0.8850574712643678,231,0.8850574712643678
0,Travel_Rarely,Research & Development,6,4,Life Sciences,601,1,Research Director,40310,3.0,12,1,26.0,3,7,4,7,4.0,3.0,3.0,2,3,5.996221993598536,9.506172839506172,15.477366255144032,0.0,243,0.9310344827586207
0,Travel_Rarely,Research & Development,23,3,Medical,602,1,Sales Executive,79690,0.0,14,0,6.0,3,5,1,3,2.0,4.0,2.0,3,3,8.894559306141584,9.49789029535865,18.38818565400844,0.9080459770114943,237,0.9080459770114943
1,Travel_Frequently,Research & Development,22,4,Medical,603,1,Sales Representative,26540,0.0,24,0,1.0,5,0,0,0,3.0,4.0,3.0,2,4,9.878622831692452,9.49789029535865,19.345991561181435,0.9080459770114943,237,0.9080459770114943
0,Travel_Rarely,Research & Development,2,3,Life Sciences,604,2,Research Scientist,165550,8.0,14,2,28.0,4,26,15,9,3.0,1.0,3.0,3,3,5.993167372881356,9.559322033898304,15.529661016949152,0.0,236,0.9042145593869731
0,Non-Travel,Research & Development,20,3,Life Sciences,605,1,Sales Representative,45560,2.0,13,0,6.0,4,0,0,0,4.0,3.0,3.0,3,3,6.1708656609195405,9.47844827586207,15.685344827586206,0.0,232,0.8888888888888888
0,Travel_Rarely,Research & Development,28,4,Life Sciences,606,1,Manager,60910,1.0,15,0,5.0,6,5,1,4,2.0,3.0,3.0,1,3,7.820513361462728,9.535864978902953,17.31223628691983,0.23371647509578544,237,0.9080459770114943
1,Non-Travel,Research & Development,12,3,Life Sciences,607,2,Sales Representative,195660,6.0,16,0,5.0,2,1,0,0,1.0,1.0,1.0,4,3,7.181788194444445,9.5125,16.670833333333334,0.007662835249042145,240,0.9195402298850575
0,Travel_Rarely,Sales,20,3,Marketing,608,3,Sales Executive,48100,8.0,18,0,8.0,3,4,0,3,3.0,1.0,3.0,2,3,7.494121557454891,9.517094017094017,17.012820512820515,0.034482758620689655,234,0.896551724137931
0,Travel_Frequently,Sales,9,3,Medical,609,1,Manufacturing Director,45230,5.0,16,1,5.0,5,0,0,0,2.0,2.0,3.0,4,3,6.791671583087512,9.469026548672566,16.309734513274336,0.0,226,0.8659003831417624
0,Travel_Frequently,Research & Development,25,4,Life Sciences,610,2,Healthcare Representative,32020,2.0,24,1,32.0,2,2,2,2,4.0,1.0,,3,4,7.228327522082752,9.464435146443515,16.740585774058577,0.0,239,0.9157088122605364
0,Travel_Rarely,Research & Development,6,3,Technical Degree,611,2,Research Scientist,23510,1.0,16,0,6.0,4,6,3,3,4.0,1.0,3.0,3,3,7.196454031465092,9.526548672566372,16.72566371681416,0.0,226,0.8659003831417624
0,Travel_Rarely,Research & Development,8,4,Other,612,3,Manager,17020,5.0,21,0,25.0,2,4,0,3,4.0,2.0,3.0,3,4,7.2899132676980765,9.50210970464135,16.776371308016877,0.01532567049808429,237,0.9080459770114943
0,Travel_Rarely,Sales,4,4,Marketing,613,1,Laboratory Technician,180410,3.0,20,1,15.0,3,7,1,7,3.0,1.0,3.0,2,4,8.498400423728814,9.48728813559322,18.021186440677965,0.8390804597701149,236,0.9042145593869731
